district,tip_doma,jk,year,floor,area,toilet,parking,status,num_rooms,price
Нура,кирпичный,UIA.TARIH,2026,7,"30 м², Площадь кухни — 12 м²",совмещенный,,,1,21 000 000〒
Есильский,монолитный,Only Sun & Moon,2020,20,"46 м², Площадь кухни — 10 м²",совмещенный,,,1,32 900 000〒
Алматы,кирпичный,Nur Aspan 2,2020,3,"60 м², Площадь кухни — 11 м²",,,,2,35 200 000〒
Сарайшык,кирпичный,Classic,2020,3,"36 м², Площадь кухни — 16 м²",,паркинг,,1,23 500 000〒
Алматы,кирпичный,,2011,3,106.4 м²,2 с/у и более,,"не новый, но аккуратный ремонт",4,45 000 000〒
Сарайшык,кирпичный,Гималаи,2020,9,"46 м², Площадь кухни — 12 м²",,,черновая отделка,1,23 000 000〒
Нура,монолитный,GreenLine.Viva,2024,3,81 м²,,,свежий ремонт,3,84 000 000〒
Есильский,монолитный,Landmark,2020,7,86 м²,,,свежий ремонт,3,85 000 000〒
Нура,монолитный,GreenLine.Astra,2025,10,38 м²,,паркинг,,2,41 888 888〒
Есильский,кирпичный,Manar,2024,1,73 м²,2 с/у и более,,,2,42 500 000〒
Байконур,кирпичный,Шапагат нуры,2010,7,206 м²,,,свежий ремонт,4,95 000 000〒
Есильский,кирпичный,Бухар Жырау De Luxe,2020,9,"100 м², Площадь кухни — 18 м²",,,свежий ремонт,3,70 999 900〒
Байконур,кирпичный,,1965,5,"53.9 м², Площадь кухни — 5.5 м²",совмещенный,,,3,19 950 000〒
Сарыарка,кирпичный,,1959,3,"35 м², Площадь кухни — 7 м²",совмещенный,,,1,19 000 000〒
Алматы,монолитный,Алтын Отау,2019,6,94 м²,,,,3,38 000 000〒
Сарайшык,кирпичный,Kemenger,2025,3,43 м²,совмещенный,,,2,39 900 000〒
Байконур,кирпичный,Жастар-3,2011,13,"55 м², Площадь кухни — 14.2 м²",,,,2,24 500 000〒
Есильский,монолитный,Atlant Unique,2026,17,79 м²,,,,2,85 000 000〒
Нура,,,2018,3,67 м²,раздельный,,свежий ремонт,2,27 000 000〒
Есильский,монолитный,Айсанам,2015,14,83 м²,,,"не новый, но аккуратный ремонт",3,44 300 000〒
Нура,,Астана,2020,3,31 м²,,,,1,12 500 000〒
Есильский,монолитный,MoD. Urban,2025,5,53 м²,,паркинг,,2,51 500 000〒
Нура,монолитный,Qasteev,2027,,67.4 м²,2 с/у и более,,,2,
,монолитный,Park City Forum,2025,2,65.9 м²,,паркинг,,2,35 500 000〒
Алматы,монолитный,La Vie,2025,14,52 м²,раздельный,,,2,50 000 000〒
Алматы,монолитный,Хайвил Астана,2014,14,278 м²,2 с/у и более,,,6,255 000 000〒
Алматы,,Хайвил Астана,2014,12,245 м²,2 с/у и более,,,5,164 000 000〒
Нура,монолитный,Алтын Саулет,2023,8,43 м²,,,свежий ремонт,2,28 500 000〒
Сарайшык,,Хайвил Астана,2015,15,252 м²,,паркинг,свежий ремонт,5,350 000 000〒
Нура,кирпичный,Sunland,2023,6,"55 м², Площадь кухни — 10.5 м²",,,свежий ремонт,2,43 500 000〒
Нура,монолитный,Алтын Саулет,2025,6,43 м²,,,свежий ремонт,2,28 500 000〒
Сарыарка,монолитный,Торлет,2012,9,58 м²,совмещенный,,,2,24 500 000〒
Алматы,,Хайвил Астана,2014,9,245 м²,2 с/у и более,паркинг,,5,165 000 000〒
Сарыарка,монолитный,Бурлин,2011,9,"82.4 м², Площадь кухни — 10.5 м²",,,требует ремонта,3,27 500 000〒
Есильский,монолитный,Atlant Unique,2025,4,134.77 м²,,паркинг,,3,140 000 000〒
Алматы,кирпичный,Фирдаус,2023,7,64 м²,,паркинг,,2,40 000 000〒
Есильский,кирпичный,Boston Comfort House 2,2025,4,"58.8 м², Площадь кухни — 16.5 м²",,паркинг,,2,20 000 000〒
Нура,монолитный,Tumar Club,2025,9,"90.4 м², Площадь кухни — 11 м²",,,черновая отделка,3,56 500 000〒
Сарыарка,кирпичный,,2014,10,30 м²,совмещенный,,"не новый, но аккуратный ремонт",1,14 100 000〒
Есильский,монолитный,Nexpo Aura,2026,,120.76 м²,2 с/у и более,,,3,
Есильский,монолитный,Gloria,2022,2,"69 м², Площадь кухни — 17 м²",,,свежий ремонт,2,62 900 000〒
Алматы,монолитный,Кахарман,2012,13,"37 м², Площадь кухни — 10 м²",,,свежий ремонт,1,23 000 000〒
Сарайшык,кирпичный,Sardar Compass,2025,5,43 м²,,,черновая отделка,1,21 300 000〒
Сарыарка,,,1986,2,"43.2 м², Площадь кухни — 7.1 м²",раздельный,,требует ремонта,2,16 500 000〒
Нура,монолитный,New City Life,2025,9,80 м²,,,свежий ремонт,2,48 000 000〒
Сарыарка,,,1986,2,"43.2 м², Площадь кухни — 7.1 м²",раздельный,,требует ремонта,2,16 500 000〒
Нура,монолитный,New City Life,2025,9,80 м²,,,свежий ремонт,2,48 000 000〒
Сарыарка,кирпичный,,2010,1,50 м²,,,,2,25 000 000〒
Есильский,монолитный,Nexpo Trend,2025,11,65 м²,,паркинг,,3,75 900 000〒
Есильский,,,2024,2,"155 м², Площадь кухни — 16 м²",2 с/у и более,,,6,84 999 900〒
Есильский,монолитный,Айсанам De Luxe,2023,9,86.7 м²,,,свежий ремонт,2,60 000 000〒
Сарыарка,панельный,,1987,5,"62.1 м², Площадь кухни — 8.2 м²",раздельный,,,3,22 000 000〒
Есильский,монолитный,,2007,6,43 м²,,,,1,35 800 000〒
Сарайшык,кирпичный,,2020,4,58 м²,,,,2,38 600 000〒
Есильский,монолитный,Nura Esil,2020,2,64 м²,,паркинг,,2,60 000 000〒
Есильский,монолитный,Jetisu.Aqsu,2022,3,62 м²,совмещенный,,,2,41 000 000〒
Байконур,монолитный,,2010,9,140 м²,2 с/у и более,,,3,66 000 000〒
Есильский,монолитный,Only Sun & Moon,2020,3,60 м²,,паркинг,,2,54 000 000〒
Сарайшык,монолитный,Namys,2026,,56.35 м²,совмещенный,,,2,
Алматы,монолитный,Ак Дала,2007,4,48.5 м²,,,"не новый, но аккуратный ремонт",2,23 600 000〒
Алматы,кирпичный,,1992,5,"78.3 м², Площадь кухни — 8.4 м²",раздельный,,,4,26 000 000〒
Нура,кирпичный,Sunland,2023,3,91 м²,,,свежий ремонт,3,65 999 000〒
Байконур,панельный,,1986,3,"31.2 м², Площадь кухни — 6.1 м²",раздельный,,"не новый, но аккуратный ремонт",1,11 900 000〒
Сарайшык,монолитный,Гранд Астана,2008,1,"86.9 м², Площадь кухни — 10.7 м²",2 с/у и более,,,3,40 500 000〒
Алматы,монолитный,Salzburg,2025,2,"69 м², Площадь кухни — 24 м²",совмещенный,,,3,72 000 000〒
Сарайшык,,Хайвил Астана,2015,20,212 м²,2 с/у и более,паркинг,,5,199 999 000〒
Есильский,монолитный,Коркем 4,2021,9,39 м²,,паркинг,,1,27 800 000〒
Есильский,,,2025,11,35 м²,,,,1,25 500 000〒
Сарыарка,монолитный,Свечки,2000,16,"90 м², Площадь кухни — 14 м²",,,свежий ремонт,3,36 500 000〒
Алматы,,Айбике,2020,5,42 м²,,,,2,22 500 000〒
Алматы,кирпичный,Ясин,2026,5,"30.6 м², Площадь кухни — 6 м²",совмещенный,,,1,15 500 000〒
Есильский,кирпичный,Manar,2026,,93.04 м²,2 с/у и более,,,3,
Есильский,кирпичный,Family Town,2014,2,36 м²,,,свежий ремонт,1,25 000 000〒
Алматы,монолитный,Monaco Residence,2023,2,80 м²,,паркинг,,2,59 900 000〒
Есильский,панельный,Nova City,2018,11,37 м²,,,,1,22 300 000〒
Сарыарка,кирпичный,Bronx (Бронкс),2019,5,"65 м², Площадь кухни — 15.3 м²",,,свежий ремонт,2,37 500 000〒
Есильский,монолитный,AruPark,2020,1,35 м²,,,черновая отделка,1,18 500 000〒
Сарайшык,монолитный,Qazyna,2023,8,57 м²,,паркинг,,2,42 900 000〒
Байконур,монолитный,,2009,9,47.1 м²,,,,1,21 000 000〒
Есильский,монолитный,Премиум,2007,9,"80 м², Площадь кухни — 30 м²",,,"не новый, но аккуратный ремонт",2,31 000 000〒
Есильский,монолитный,SAFIA,2025,10,48 м²,,паркинг,,2,27 000 000〒
Алматы,кирпичный,Баскару,2022,4,"35.55 м², Площадь кухни — 10.45 м²",,,свежий ремонт,1,23 000 000〒
Сарайшык,кирпичный,Айдидар 2,2017,5,"62.5 м², Площадь кухни — 10.5 м²",,паркинг,,2,38 900 000〒
,монолитный,Алтын Жиек,2007,13,"162 м², Площадь кухни — 16 м²",,,свежий ремонт,4,98 000 000〒
Алматы,кирпичный,"Баскару 2, 3, 4, 5",2022,7,23.2 м²,,,свежий ремонт,1,13 500 000〒
,монолитный,Алтын Жиек,2007,13,"162 м², Площадь кухни — 16 м²",,,свежий ремонт,4,98 000 000〒
Алматы,кирпичный,"Баскару 2, 3, 4, 5",2022,7,23.2 м²,,,свежий ремонт,1,13 500 000〒
Есильский,монолитный,Айсанам,2014,15,40 м²,,,"не новый, но аккуратный ремонт",1,21 050 000〒
Есильский,кирпичный,Кумбель,2017,8,"110 м², Площадь кухни — 15 м²",,,свежий ремонт,4,76 000 000〒
Алматы,кирпичный,Солнечный город,2010,4,36 м²,,,свежий ремонт,2,17 000 000〒
Есильский,кирпичный,Manar,2025,2,"91 м², Площадь кухни — 15 м²",,,свежий ремонт,3,77 000 000〒
Нура,кирпичный,на улице Култегин,2020,5,82 м²,,,свежий ремонт,3,44 990 000〒
Нура,монолитный,UIA.DARYN,2026,12,41.31 м²,,,черновая отделка,2,30 500 000〒
Сарыарка,кирпичный,,2021,8,58.6 м²,,,свежий ремонт,2,26 500 000〒
Алматы,монолитный,Мерей,2006,11,"110 м², Площадь кухни — 14 м²",раздельный,,,3,43 000 000〒
Есильский,монолитный,Promenade Expo,2016,2,100 м²,,,,2,63 000 000〒
,кирпичный,AUEN,2022,9,66.95 м²,2 с/у и более,,,2,33 550 000〒
Нура,кирпичный,Madrid 3,2025,12,"61.17 м², Площадь кухни — 9 м²",,,,2,26 000 000〒
Есильский,монолитный,S Club,2021,3,"67 м², Площадь кухни — 15 м²",,,,2,67 000 000〒
Алматы,монолитный,London,2015,7,86.7 м²,,паркинг,,3,73 000 000〒
Сарайшык,кирпичный,Dauys,2025,4,55 м²,,,свежий ремонт,2,44 000 000〒
Сарайшык,кирпичный,Оркендеу,2022,4,"38.6 м², Площадь кухни — 6 м²",,,"не новый, но аккуратный ремонт",2,23 500 000〒
Нура,монолитный,Триумфальный,2016,6,"102 м², Площадь кухни — 20 м²",2 с/у и более,,,2,75 000 000〒
Есильский,кирпичный,Венский квартал,2019,8,52 м²,совмещенный,,,2,36 500 000〒
Сарыарка,кирпичный,Саяхат,2007,9,36 м²,,,,1,13 500 000〒
Есильский,кирпичный,Венский квартал,2019,8,52 м²,совмещенный,,,2,36 500 000〒
Сарыарка,кирпичный,Саяхат,2007,9,36 м²,,,,1,13 500 000〒
Есильский,монолитный,BUQAR JYRAU EXCLUSIVE,2024,10,"71 м², Площадь кухни — 15 м²",,,свежий ремонт,2,55 900 000〒
Есильский,монолитный,Khan Plaza,2022,8,"42 м², Площадь кухни — 10 м²",совмещенный,,,1,31 000 000〒
Алматы,монолитный,Меркурий,2021,8,40 м²,,,"не новый, но аккуратный ремонт",1,21 500 000〒
Нура,монолитный,Сеным,2015,1,35.8 м²,,,,1,21 500 000〒
Нура,монолитный,Nova city на Туране,2023,10,"62.2 м², Площадь кухни — 12 м²",,,свежий ремонт,2,46 000 000〒
Есильский,монолитный,Expo Boulevard,2016,4,87.6 м²,,,свежий ремонт,4,60 000 000〒
Нура,монолитный,Respublika,2023,16,"62.1 м², Площадь кухни — 10 м²",,,свежий ремонт,2,55 000 000〒
Алматы,кирпичный,,2005,6,100 м²,2 с/у и более,,"не новый, но аккуратный ремонт",3,41 000 000〒
Нура,монолитный,Evolution,2025,,47 м²,,,,1,39 999 999〒
Алматы,кирпичный,Шанырак,2009,2,"102 м², Площадь кухни — 12.2 м²",,,"не новый, но аккуратный ремонт",4,56 000 000〒
Есильский,монолитный,,2021,2,"82 м², Площадь кухни — 11 м²",2 с/у и более,,"не новый, но аккуратный ремонт",3,68 000 000〒
Алматы,кирпичный,Yrys,2024,2,"40.1 м², Площадь кухни — 11 м²",совмещенный,,,1,21 000 000〒
Байконур,кирпичный,Южный,2007,2,"57 м², Площадь кухни — 8 м²",,,"не новый, но аккуратный ремонт",2,25 900 000〒
Сарайшык,панельный,,1975,4,59.2 м²,раздельный,,"не новый, но аккуратный ремонт",3,24 000 000〒
Есильский,кирпичный,Венский квартал,2019,9,"210 м², Площадь кухни — 31 м²",,паркинг,,5,195 000 000〒
Сарайшык,кирпичный,Classic,2025,3,"40 м², Площадь кухни — 10 м²",,,свежий ремонт,2,25 000 000〒
Алматы,монолитный,,2020,18,"36.1 м², Площадь кухни — 6 м²",совмещенный,паркинг,,2,22 600 000〒
Байконур,кирпичный,,2000,5,88.3 м²,раздельный,,"не новый, но аккуратный ремонт",3,43 000 000〒
Байконур,кирпичный,,2000,5,88.3 м²,раздельный,,"не новый, но аккуратный ремонт",3,43 000 000〒
Байконур,кирпичный,,2006,4,"150 м², Площадь кухни — 23 м²",2 с/у и более,,,4,100 000 000〒
Сарайшык,кирпичный,Турсын Астана – 2,2011,5,"114 м², Площадь кухни — 12 м²",,,"не новый, но аккуратный ремонт",4,60 000 000〒
Алматы,монолитный,Австрийский квартал,2019,4,130 м²,2 с/у и более,,,3,165 000 000〒
Есильский,монолитный,Мисон,2012,10,"64 м², Площадь кухни — 10 м²",,,свежий ремонт,3,38 000 000〒
Алматы,кирпичный,Orleu,2026,9,"37 м², Площадь кухни — 9.3 м²",,,черновая отделка,1,18 500 000〒
Нура,,Hanzada,2026,4,62 м²,,,черновая отделка,2,25 440 000〒
Байконур,кирпичный,,2001,8,"37.5 м², Площадь кухни — 10.8 м²",совмещенный,,,1,22 500 000〒
Сарыарка,монолитный,Авангард,2009,13,"98.7 м², Площадь кухни — 15.9 м²",,,"не новый, но аккуратный ремонт",3,43 000 000〒
Алматы,монолитный,Аулие-Ата,2018,6,131.1 м²,2 с/у и более,,,3,62 000 000〒
Нура,кирпичный,Brussels,2021,7,"44.4 м², Площадь кухни — 12 м²",,,свежий ремонт,1,28 600 000〒
Нура,монолитный,GreenLine.Tokyo,2024,3,53 м²,совмещенный,,,2,50 000 000〒
Сарайшык,монолитный,Auez,2026,,40.77 м²,совмещенный,,,1,
Есильский,кирпичный,ABYROI,2026,4,"115.3 м², Площадь кухни — 13.6 м²",,,черновая отделка,4,81 500 000〒
Алматы,кирпичный,"Айдидар 3, 4",2023,5,"67.2 м², Площадь кухни — 17 м²",,,свежий ремонт,3,44 000 000〒
Нура,монолитный,Syganak,2023,9,47 м²,совмещенный,,,2,30 000 000〒
Нура,монолитный,,2022,2,41 м²,совмещенный,,,1,28 000 000〒
Есильский,монолитный,Seven,2019,7,100 м²,2 с/у и более,,,3,69 000 000〒
Байконур,панельный,,1977,5,60 м²,,,,3,22 000 000〒
Есильский,кирпичный,Triumph Avenue,2020,7,112 м²,,,свежий ремонт,3,83 900 000〒
Есильский,кирпичный,Triumph Avenue,2020,7,112 м²,,,свежий ремонт,3,83 900 000〒
Алматы,кирпичный,Отан 2,2018,6,82 м²,раздельный,,,2,35 500 000〒
Нура,монолитный,Respublika,2025,6,83 м²,,,свежий ремонт,3,59 900 000〒
,,GreenLine. Silva,2025,16,"117 м², Площадь кухни — 12.5 м²",2 с/у и более,паркинг,,4,90 000 000〒
Сарайшык,кирпичный,Geneva 3,2025,8,109 м²,,,черновая отделка,4,61 500 000〒
,кирпичный,Queens,2019,5,62 м²,,,свежий ремонт,2,52 500 000〒
Сарайшык,монолитный,Хайвил Астана,2008,11,107 м²,,,"не новый, но аккуратный ремонт",3,70 000 000〒
Нура,монолитный,Respublika,2023,4,43 м²,,,свежий ремонт,2,34 990 000〒
Сарайшык,,Хайвил Астана,2015,10,174 м²,2 с/у и более,паркинг,,4,170 000 000〒
Сарайшык,монолитный,Хайвил Астана,2013,9,168 м²,,,,4,118 000 000〒
Есильский,кирпичный,Manar,2025,2,"42 м², Площадь кухни — 6 м²",совмещенный,,,2,34 900 000〒
Сарайшык,кирпичный,,2017,1,90 м²,совмещенный,,,2,24 500 000〒
Нура,монолитный,Park City Forum,2025,9,"86.5 м², Площадь кухни — 12 м²",2 с/у и более,,,3,46 000 000〒
Нура,кирпичный,на улице Култегин,2024,3,78 м²,,,,3,45 500 000〒
Нура,,Sezim Qala.Senim,2023,12,81 м²,2 с/у и более,,,3,62 500 000〒
Есильский,,,2008,9,"33 м², Площадь кухни — 8 м²",совмещенный,,свежий ремонт,1,22 500 000〒
Есильский,кирпичный,Samal Park,2025,3,100.4 м²,,,черновая отделка,3,86 900 000〒
Нура,иной,Шыгыс,2021,9,"83.6 м², Площадь кухни — 1 м²",,,свободная планировка,3,38 000 000〒
Нура,,,2009,9,45 м²,,,,2,35 000 000〒
Байконур,монолитный,Кыпшак,2008,6,52.1 м²,,,свежий ремонт,2,23 000 000〒
Нура,,,2009,9,45 м²,,,свежий ремонт,1,35 000 000〒
Есильский,монолитный,Expo Residence,2016,8,41.7 м²,,,свежий ремонт,2,33 900 000〒
,монолитный,Хайвил Астана,2015,10,162 м²,2 с/у и более,,,4,160 000 000〒
Алматы,панельный,,1989,4,42.8 м²,совмещенный,,"не новый, но аккуратный ремонт",2,18 400 000〒
Сарайшык,монолитный,Namys,2026,,57.07 м²,совмещенный,,,2,
,кирпичный,Qazaq Eli Sairam,2023,14,"102 м², Площадь кухни — 16 м²",2 с/у и более,,,4,65 000 000〒
Алматы,кирпичный,Азат-2,2012,9,51 м²,,,,2,26 000 000〒
Есильский,монолитный,Jetisu.Aspan,2026,,56.35 м²,совмещенный,,,2,
Сарайшык,кирпичный,Geneva 4,2025,2,54.19 м²,,,,2,22 760 000〒
Нура,монолитный,Respublika,2023,7,"131.2 м², Площадь кухни — 15 м²",,,свежий ремонт,4,100 000 000〒
Нура,кирпичный,Aitau,2026,2,38 м²,,,черновая отделка,1,23 300 000〒
Нура,кирпичный,Ayala,2026,3,64 м²,совмещенный,,,2,36 000 000〒
Алматы,кирпичный,Kemenger,2025,4,"42 м², Площадь кухни — 14 м²",,,черновая отделка,1,30 500 000〒
Сарыарка,монолитный,Grand Alatau,2008,21,"141 м², жилая — 100 м², Площадь кухни — 13 м²",,,"не новый, но аккуратный ремонт",4,71 000 000〒
Алматы,кирпичный,Kemenger,2025,7,98 м²,,,черновая отделка,3,68 500 000〒
Алматы,кирпичный,Kemenger,2025,8,71 м²,,,черновая отделка,2,50 500 000〒
Алматы,кирпичный,Aisafa,2026,7,"62 м², Площадь кухни — 13 м²",,,черновая отделка,2,38 000 000〒
Сарайшык,монолитный,Bestogai,2026,6,55 м²,,,черновая отделка,2,36 500 000〒
Нура,кирпичный,Ayala,2026,8,90 м²,2 с/у и более,,,3,48 500 000〒
Алматы,кирпичный,Aisafa,2026,2,"41 м², Площадь кухни — 14 м²",,,черновая отделка,1,24 900 000〒
Алматы,монолитный,Tumar Exclusive,2025,6,"87 м², Площадь кухни — 15 м²",2 с/у и более,,,3,65 000 000〒
Алматы,кирпичный,Aisafa,2026,7,"41 м², Площадь кухни — 11 м²",,,черновая отделка,1,25 500 000〒
Сарайшык,иной,,2020,1,36 м²,совмещенный,,свежий ремонт,1,16 990 000〒
Есильский,,Triumph City,2025,3,41 м²,совмещенный,,,1,25 300 000〒
Сарыарка,монолитный,Мирный дом,2024,9,"45 м², Площадь кухни — 10 м²",,,,1,24 800 000〒
Алматы,кирпичный,Азия Плюс,2016,9,"183.6 м², Площадь кухни — 12.4 м²",,паркинг,,5,79 000 000〒
Алматы,монолитный,Da Vinci,2022,4,"236 м², Площадь кухни — 40 м²",,,свободная планировка,5,275 000 000〒
,кирпичный,Queens,2019,7,58 м²,,паркинг,,2,46 000 000〒
Нура,монолитный,Arena Unity,2025,8,"40.8 м², Площадь кухни — 11.29 м²",,,свежий ремонт,1,34 500 000〒
Есильский,монолитный,Градокомплекс,2005,7,"53.9 м², Площадь кухни — 8.2 м²",,,"не новый, но аккуратный ремонт",2,34 000 000〒
Есильский,монолитный,Arai Towers,2025,16,"41 м², Площадь кухни — 12 м²",,,свежий ремонт,1,42 000 000〒
,монолитный,Alan,2019,8,82.6 м²,,,свежий ремонт,3,50 999 999〒
Сарыарка,монолитный,Баспана Коктал,2021,2,54 м²,,паркинг,,2,22 900 000〒
Есильский,монолитный,AruPark,2024,8,52.6 м²,,,свежий ремонт,2,31 900 000〒
Нура,кирпичный,ABADAN,2025,2,"37.8 м², Площадь кухни — 9 м²",,,черновая отделка,1,20 500 000〒
Алматы,кирпичный,Ак Шанырак,2017,14,"70 м², Площадь кухни — 9 м²",,,"не новый, но аккуратный ремонт",2,28 990 000〒
Есильский,монолитный,Zangar,2024,5,75.6 м²,,,свежий ремонт,3,73 500 000〒
Есильский,монолитный,GreenLine.Зеленый квартал,2017,15,44.3 м²,совмещенный,,,1,35 900 000〒
Алматы,кирпичный,,2004,6,"48.7 м², Площадь кухни — 12.2 м²",совмещенный,,,1,25 000 000〒
Есильский,кирпичный,Vela House,2025,,163 м²,,,,5,171 000 000〒
Алматы,кирпичный,,2004,6,"48.7 м², Площадь кухни — 12.2 м²",совмещенный,,,1,25 000 000〒
Есильский,кирпичный,Vela House,2025,,163 м²,,,,5,171 000 000〒
Есильский,монолитный,MoD. Comfort,2024,1,63.3 м²,,,свежий ремонт,2,48 500 000〒
Нура,кирпичный,Жагалау 4,2020,13,73 м²,,,свежий ремонт,2,33 000 000〒
Нура,кирпичный,Нурлы Уя,2015,6,"176 м², Площадь кухни — 20 м²",2 с/у и более,,,4,83 990 000〒
Нура,монолитный,Sani City,2024,7,"103.9 м², Площадь кухни — 13.5 м²",,,черновая отделка,3,46 755 000〒
Сарыарка,монолитный,Abai Joly,2025,8,39 м²,совмещенный,,,2,28 990 000〒
Алматы,монолитный,Ак Шанырак,2024,15,75 м²,,,черновая отделка,2,27 000 000〒
,монолитный,Dara Residence,2024,20,236 м²,,паркинг,,6,690 000 000〒
Сарайшык,монолитный,Жайна,2014,4,"68 м², Площадь кухни — 13 м²",раздельный,,,2,32 000 000〒
Нура,,,2019,1,"32.3 м², Площадь кухни — 8 м²",совмещенный,,"не новый, но аккуратный ремонт",1,14 500 000〒
Нура,кирпичный,Атамари,2024,7,37 м²,,,черновая отделка,1,25 000 000〒
Нура,кирпичный,Hanzada,2026,5,36.66 м²,,,черновая отделка,1,15 400 000〒
Нура,монолитный,Sezim Qala. Orken,2025,9,61.8 м²,,,черновая отделка,3,37 400 000〒
Алматы,кирпичный,Отан,2018,2,64.8 м²,,,"не новый, но аккуратный ремонт",3,33 000 000〒
Алматы,монолитный,Австрийский квартал,2019,7,130 м²,2 с/у и более,,,3,148 000 000〒
Есильский,кирпичный,Sultan apartments,2015,7,"149 м², Площадь кухни — 30 м²",,паркинг,,4,150 000 000〒
Есильский,кирпичный,,2020,2,76.5 м²,раздельный,,свежий ремонт,3,48 000 000〒
Есильский,монолитный,Нурсая,2009,11,209 м²,2 с/у и более,,,4,90 000 000〒
Байконур,монолитный,Медео,2010,12,"119 м², Площадь кухни — 14 м²",2 с/у и более,,,3,43 000 000〒
Байконур,монолитный,Медео,2010,12,"119 м², Площадь кухни — 14 м²",2 с/у и более,,,3,43 000 000〒
Сарайшык,кирпичный,Sardar Compass,2025,6,"44.64 м², Площадь кухни — 12.78 м²",совмещенный,,,1,24 000 000〒
Сарайшык,монолитный,A-City,2025,16,"45 м², Площадь кухни — 12 м²",,,,2,24 700 000〒
,панельный,Кок жайлау,2022,6,68 м²,,,свежий ремонт,2,49 000 000〒
Есильский,монолитный,Ансар,2021,3,"36 м², Площадь кухни — 9.5 м²",,,свежий ремонт,1,28 000 000〒
Сарайшык,монолитный,Томирис,2020,6,45 м²,,паркинг,,1,20 500 000〒
Сарайшык,монолитный,Muz Tau,2025,9,"78 м², Площадь кухни — 13 м²",2 с/у и более,,,3,49 990 000〒
Нура,монолитный,Alatau Eco Park,2020,5,44 м²,,,свежий ремонт,2,28 100 000〒
Нура,кирпичный,Kerey Comfort,2026,2,"60 м², Площадь кухни — 12 м²",,,черновая отделка,2,23 000 000〒
Сарайшык,монолитный,Хайвил Астана,2016,11,90 м²,,,свежий ремонт,3,75 000 000〒
Нура,монолитный,GreenLine. 4YOU,2026,19,"320 м², Площадь кухни — 30 м²",,,свободная планировка,8,305 000 000〒
Есильский,кирпичный,,2024,3,"76 м², Площадь кухни — 11 м²",раздельный,,свежий ремонт,3,39 900 000〒
Сарайшык,кирпичный,Geneva 1,2024,9,"63 м², Площадь кухни — 15 м²",совмещенный,,,2,45 500 000〒
Нура,кирпичный,Brussels,2020,10,"48.2 м², Площадь кухни — 8.2 м²",,,"не новый, но аккуратный ремонт",2,31 000 000〒
Нура,кирпичный,Dariya от NAK,2026,4,54 м²,,,,2,34 000 000〒
Нура,монолитный,GreenLine.Astra,2025,10,115 м²,2 с/у и более,,,4,120 000 000〒
Есильский,монолитный,Сармат-1,2012,3,"60.5 м², Площадь кухни — 13.1 м²",совмещенный,,,2,36 500 000〒
Нура,монолитный,Evolution,2025,16,50 м²,,,свежий ремонт,2,50 500 000〒
Алматы,кирпичный,Парижский квартал,2017,1,161 м²,,паркинг,,3,150 000 000〒
Нура,монолитный,Arena Towers,2025,20,"102.15 м², Площадь кухни — 10.12 м²",,паркинг,,4,67 000 000〒
Нура,монолитный,Four Seasons,2023,5,52.9 м²,,,свежий ремонт,2,55 000 000〒
Сарайшык,кирпичный,Geneva 4,2021,11,43.05 м²,,,черновая отделка,1,18 000 000〒
Есильский,монолитный,Nexpo Trend,2025,11,65 м²,,,свежий ремонт,3,75 900 000〒
Нура,монолитный,Respublika,2023,3,67.4 м²,,,черновая отделка,2,38 300 000〒
Есильский,монолитный,Crocus City,2021,9,"140 м², Площадь кухни — 25 м²",,,свежий ремонт,4,145 000 000〒
Нура,монолитный,Four Seasons,2023,14,47 м²,,,свежий ремонт,2,51 500 000〒
Есильский,монолитный,Новый мир,2007,8,87 м²,,,,3,44 000 000〒
Алматы,панельный,,1991,5,"63 м², Площадь кухни — 8 м²",совмещенный,,"не новый, но аккуратный ремонт",3,24 500 000〒
Есильский,кирпичный,Варшава,2020,5,87 м²,,,свежий ремонт,3,63 000 000〒
Байконур,кирпичный,Шанырак,2007,5,"152 м², Площадь кухни — 15.5 м²",,,"не новый, но аккуратный ремонт",5,63 000 000〒
Нура,кирпичный,Madrid,2020,4,93 м²,,паркинг,,3,53 000 000〒
Есильский,кирпичный,AQ Qayin,2021,7,35.1 м²,,,,1,25 100 000〒
Сарайшык,,Хайвил Астана,2015,20,355 м²,,паркинг,,8,490 000 000〒
Алматы,панельный,,1994,4,"35.6 м², Площадь кухни — 6.8 м²",совмещенный,,"не новый, но аккуратный ремонт",1,19 500 000〒
Нура,монолитный,Sarman,2024,8,84 м²,,,,3,49 900 000〒
Алматы,,Ак Булак-3,2008,2,149 м²,2 с/у и более,паркинг,,3,79 000 000〒
Есильский,монолитный,Jetisu.Kerbez,2024,2,51 м²,,,,2,37 600 000〒
Нура,монолитный,GreenLine. Silva,2025,7,"57 м², Площадь кухни — 10.28 м²",,,черновая отделка,2,45 900 000〒
Нура,,Abai Joly,2025,5,62 м²,совмещенный,,,3,41 500 000〒
Сарыарка,монолитный,,2019,1,"48.4 м², Площадь кухни — 9.99 м²",раздельный,,"не новый, но аккуратный ремонт",2,22 300 000〒
Есильский,монолитный,Nexpo Vision,2025,13,77.87 м²,,паркинг,,2,78 000 000〒
Есильский,монолитный,Nexpo Union,2023,10,123 м²,,паркинг,,4,159 900 000〒
